full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
An allfemale robotics team from Bangladesh won the gold medal at the  World Science Environment and Engineering Competition WSEEC in Jakarta Indonesia They won the medal for their rescue robot named Prohori designed for disasterresponse and searchandrescue ,2233,0,124,6,30,"25/05/2024, 16:38:05",647501,1683,1264,Week 21.csv,positive
"Bangladesh MP Anwarul Azim Anwar honeytrapped by Bangladeshi National Shilanti Rahman before being killed and minced

Shikanti Rahman is the girlfriend of Akhtaruzzaman a US citizen who was a friend of the Awami League MP The MP was allegedly murdered in Akhtaruzzamans ",111,0,0,2,0,"25/05/2024, 15:07:45",697,1271,40937,Week 21.csv,negative
"Bangladeshs forexreserve have risen to  bn on May  an increase of  million from a week ago central bank figures showed It was  billion on May  according to a central bank calculation based on s manual 
  ",1371,0,77,8,22,"25/05/2024, 11:40:43",647501,1683,1264,Week 21.csv,neutral
 Yes even after  election Mujib in mood of revolt and also consulted about separation with Suhrawardy real founder of awami league but suhrawardy completely against disunity east amp west over election issue in ,11,0,1,1,0,"25/05/2024, 11:06:03",341,388,1666,Week 21.csv,neutral
"Bangladesh Awami Leagues Weekly Newsletter BangladeshInsight
 
Issue   
BangladeshTransforming 
SheikhHasina AwamiLeague",879,0,36,2,8,"25/05/2024, 10:35:16",647501,1683,1264,Week 21.csv,neutral
Inauguration of newly constructed shopping mall at Bangabazar and three other projects in Dhaka South City Corporation by HPM SheikhHasina ,1034,0,60,7,17,"25/05/2024, 08:57:23",647501,1683,1264,Week 21.csv,neutral
"The grisly murder of yearold MohammadAnwarulAzim from Bangladeshs ruling Awami League has sent shockwaves across the two countries

",1432,0,1,1,0,"25/05/2024, 06:44:09",8669732,131,2900,Week 21.csv,negative
"Ban Awami League 
Ban PTI 
OLD PLAYBOOK Loading

Coincidence
In the s Israel was engaged in conflict with Arab nations and Pakistan experienced the separation of East Pakistan 
",135,0,0,0,0,"25/05/2024, 01:14:38",95,82,677,Week 21.csv,negative
 I really do feel that lifting the Awami League reign of terror nepotism and institutional capture over Bangladesh would enable far more successful climate transformation as a society why did you folks have to steal yet another election  whats the public benefit,15,0,0,0,0,"25/05/2024, 00:05:45",3800,4992,10734,Week 21.csv,negative
BNP was apathetic about public health care which was causing great suffering to the common people of the country Awami League came to power and reopened community clinics thereby improving the quality of healthcare ,13,0,1,0,0,"24/05/2024, 21:32:14",5,3,2,Week 21.csv,negative
"FPWorld Three suspects were placed on an eightday police remand by a Bangladeshi court due to their suspected involvement in the violent murder of Anwarul Azim Anar a politician for the ruling Awami League during his time in India

Read more
",1475,0,1,1,1,"24/05/2024, 20:06:39",2121359,906,442,Week 21.csv,negative
"BreakingNews 

Bangladeshs ruling Awami League MP Anar honeytrapped and murdered in a posh triplex in West Bengals Kolkata city 

Now here are two exclusive scoops

 MP Anar was maintaining deeper intimacy with several  Trinamool Congress leaders including",1632,2,13,2,6,"24/05/2024, 20:05:07",47784,113,14715,Week 21.csv,negative
 If this murder had happened in other state all hell will break out either national or international media Second thing Bangladeshi MP belongs to ruling awami league amp everybody includes CIA ISI amp Jamat keep eyes closed amp mouth shut due to hatred towards begum,89,0,1,0,0,"24/05/2024, 19:04:06",259,187,7202,Week 21.csv,negative
"Awami league MP murder case Dhaka court grants police eightday remand of  suspects

 ",949,0,1,0,0,"24/05/2024, 18:35:15",361180,182,462,Week 21.csv,neutral
While there is endless talk of military action little is said about the  days of restraint the abstention from force and the extraordinary discipline maintained even as bloodthirsty Bengali mobs were unleashed by the Awami League Our officers strict compliance with orders ,1068,0,3,0,0,"24/05/2024, 18:21:55",2291,1288,9538,Week 21.csv,neutral
"Bangladeshi court sends  suspects of Awami League MP murder case to day police remand

AmwarulAzimAnar Akhtaruzzaman AwamiLeague Bangladesh Kolkata 
",29,0,0,0,0,"24/05/2024, 17:58:57",1412,184,1019,Week 21.csv,neutral
"VIDEO  West Bengal CID officials took Bangladesh MP Anwarul Azim Anar murder accused to the Bhangar area earlier today where the chopped body parts were put in plastic bags and scattered across different places 

Bengal Police confirmed the murder of Anar an Awami League MP ",28307,3,36,3,6,"24/05/2024, 17:28:29",4326713,3,0,Week 21.csv,negative
"Initial Probe Reveals Shocking Details in the Murder of Anwarul Azim Anar
The initial investigation into the murder of Anwarul Azim Anar an Awami League Member of Parliament from Bangladesh has unveiled disturbing details According to sources a close friend of Anar a US",66,0,0,0,0,"24/05/2024, 17:00:17",3267,6248,4696,Week 21.csv,negative
"VIDEO  A Bangladeshi citizen accused in the murder of Bangladesh MP Anwarul Azim Anar being produced before a court in Barasat West Bengal 

Bengal Police confirmed the murder of Anar an Awami League MP from Jhenaidah segment in Bangladesh on Wednesday after the victim ",10691,0,24,7,2,"24/05/2024, 16:47:59",4326713,3,0,Week 21.csv,neutral
ButchersGang  In a shocking incident that has gripped Bangladesh amp India a Bangladeshi Member of Parliament from the ruling Awami League was brutally murdered while seeking medical treatment in Kolkata The gruesome nature of the murder including the mutilation of the MPs ,901,0,7,0,2,"24/05/2024, 16:26:44",572375,258,523,Week 21.csv,negative
"Ruling Awami League General Secretary Obaidul Quader today said that the government will never protect anyone found guilty of a crime whoever he is  a former IGP or chief of army staff
Bangladesh ObaidulQuader NewsUpdates
",507,0,1,0,0,"24/05/2024, 16:24:32",1881543,64,461,Week 21.csv,neutral
 Its the Awami League pushing this  Hiding in the Labour Party,26,0,0,0,0,"24/05/2024, 16:22:29",172,234,18345,Week 21.csv,neutral
CID sources said the suspect Jihad Hawladar a professional butcher was a resident of Barakpur in Bangladeshs Khulna district and was staying in Mumbai illegally Hawladar was hired by the Awami League MPs friend Akhtaruzzaman NEVER TRUST MUSLIMS,75,0,0,0,0,"24/05/2024, 15:58:47",52,123,30174,Week 21.csv,negative
The hit was apparently ordered by a friend of the MP a US citizen Distinct possibility of US deep state involvement considering their scarcely believable antipathy to the Awami League government in Bangladesh,2643,1,90,1,16,"24/05/2024, 14:42:20",1931,334,4372,Week 21.csv,negative
"He has been murdered in a preplanned way at a residence there Kolkata Bangladeshi Home Minister Asaduzzaman Khan said 

Bangladeshi MP Anwarul Azim Anar from Bangladeshs ruling Awami League party went missing on May 

Read more  ",1148,0,3,0,1,"24/05/2024, 14:15:51",471140,111,235,Week 21.csv,negative
Century is a very special term for Awami League  They usually celebrate it  ,195,0,5,0,1,"24/05/2024, 14:03:26",7332,1020,5642,Week 21.csv,positive
"Awami League MP murdered body cut into pieces mixed with turmeric powder before being disposed Bangla cop
bangladeshMP 

 ",1063,0,1,0,0,"24/05/2024, 11:37:19",361183,182,462,Week 21.csv,negative
 its not henious at all it was a noble actEveryone is delighted to see the Awami league people are dying Grt to see,8,0,0,0,0,"24/05/2024, 06:51:55",98,179,7619,Week 21.csv,negative
  Might as well vote for the awami league,10,0,0,0,0,"24/05/2024, 02:28:49",244,1764,120380,Week 21.csv,neutral
 What does he see as Bhuttos role in East Pakistan debacle Does he think that in the negotiations with Mujib Bhutto was a sincere broker or was he just buying time for military operation Awami League president Tajuddin maintains that Bhutto had no ideas on constitution,137,1,5,0,0,"24/05/2024, 00:02:00",66,160,918,Week 21.csv,negative
  Such plans are anyway not acceptable Did Pakistan give autonomy to the Bengali nationalists which Awami League demanded in   Instead Pakistan tried to silence their voices through military action in the form of Operation Search light which led to millions of deaths amp rapes,38,0,0,0,0,"23/05/2024, 22:50:40",200,2874,8536,Week 21.csv,negative
 This looks more like a politically motivated killing by adversaries of Awami League in Bangladesh Lot of resentment against them due to human rights violation against opponents But yes WB law and order has crumbled long ago,9,0,0,1,0,"23/05/2024, 20:35:36",137,720,55783,Week 21.csv,negative
"A Dhaka court today set July  for submitting a probe report in a case filed over the abduction of Awami League lawmaker from Jhenaidah Anwarul Azim Anar who was murdered by what the government says some Bangladeshi men in Kolkata
Bangladesh CrimeNews",516,0,6,0,0,"23/05/2024, 18:31:48",1881563,64,461,Week 21.csv,negative
"Missing Bangladeshi MP Found Murdered in India

A missing member of Bangladeshs ruling party Awami League was found murdered in India The MPs disappearance and subsequent death have sparked a crossborder investigation Officials are working to uncover the motive and",23,0,0,0,0,"23/05/2024, 16:27:03",18,15,54,Week 21.csv,negative
"The taxi cab in which Awami League MP Anwarul Azim Anar travelled from his friends house in Borah Nagar to New Town in Kolkata on May  was hired by his alleged killers on April  weeks before he arrived in Kolkata
Bangladesh crimeNews 
",435,0,1,0,0,"23/05/2024, 15:23:02",1881563,64,461,Week 21.csv,negative
"Awami League General Secretary and Road Transport and Bridges Minister Obaidul Quader today said that investigation will determine whether the deceased MP of Jhenaidah constituency Anwarul Azim Anar
Bangladesh 
",49,0,0,0,0,"23/05/2024, 14:54:37",5768,31,50,Week 21.csv,neutral
"Applauding Australias prowess in advanced agriculture Prime Minister SheikhHasina has sought assistance in accelerating Bangladesh agricultural production using advanced agricultural technology  

  ",1334,1,77,3,25,"23/05/2024, 13:02:00",647501,1683,1264,Week 21.csv,positive
Reports said the yearold Bangladesh Awami League MP came to Kolkata on May  crossed through Darshana border and went to live with a friend Gopal Biswas in Kolkata,143,0,1,0,0,"23/05/2024, 12:45:29",2841,41,6393,Week 21.csv,neutral
"Finance SM Waseqa Ayesha Khan MP  said innovations under the Financial Institutions Division would ensure smart financialservices to people She applauded the digital initiatives taken by the financial institutions in Bangladesh 
 ",1260,0,60,3,19,"23/05/2024, 11:26:00",647501,1683,1264,Week 21.csv,positive
"Anwarul Azim Anar a Member of Parliament from Bangladeshs ruling Awami League was found murdered in Kolkata on May  Anar representing the Jhenaidah

Read More 
                        ",57,0,1,0,0,"23/05/2024, 10:49:35",64,15,1,Week 21.csv,negative
"Anwarul Azim Anar a distinguished member of Bangladeshs ruling Awami League party was discovered murdered in Kolkata on Wednesday

Read story


AnwarulAzimAnar BangladeshLawmaker ",69,0,0,0,0,"23/05/2024, 10:13:18",807,0,106,Week 21.csv,negative
"HPM SheikhHasina expressed frustration to   that the developed countries are not fulfilling their commitments on climatechange issues Both the leaders had a meeting on st May PM also reiterated s effort to resolve Rohingya crisis
 ",2235,0,89,2,27,"23/05/2024, 09:44:00",647501,1683,1264,Week 21.csv,negative
"The slain Awami League MP had a dubious past where he is said to have been involved in gold smuggling dealing with drugs Investigation agencies are looking at his political association within India and in Bangladesh 
",229,0,0,0,0,"23/05/2024, 08:41:57",2841,41,6393,Week 21.csv,negative
"Reports
Awami League MP murdered in India says Bangladesh police

Jhenaidah MP Anwarul Azim Anar went missing after travelling to India for medical treatment on May  

His body was discovered in Sanjeeva Garden located in the Newtown area of Kolkata the Bangladesh",3958,2,34,2,13,"23/05/2024, 06:56:52",81028,3833,12495,Week 21.csv,negative
